"CPCv2.1","Code","ISSCAAP","ISSCFC_Parent","Identifier","Name_En","Name_Es","Name_Fr","Observations","SITCv4"
"","035.02.1.5.8","","035.02.1.5","1669","Sharks, rays, chimeras, dried, whether or not salted","Tiburones, rayas, quimeras, etc., secos, incluso salados","Requins, raies, chimères, etc., séchés, même salés","false",""
"21231","035.02.1.5.8.90","38","035.02.1.5.8","1670","Sharks, rays, chimeras, dried, whether or not salted, nei","Tiburones, rayas, quimeras, etc., secos, incluso salados, nep","Requins, raies, chimères, etc., séchés, même salés, nca","true","035.13"
"21231","035.02.2.3.9.87","13","035.02.2.3.9","1671","Tilapias, catfish, carp, eels, Nile perch and snakeheads, salted or in brine","Tilapia, bagre, carpa, anguila, perca del Nilo y peces cabeza de serpiente, salados o salmuera","Tilapia, silure, carpe, anguille, perche du Nil et poissons tête de serpent, salés ou saumure","true","035.29"
"21231","035.02.2.5.6.95","36","035.02.2.5.6","1672","Tunas, bonitos, billfishes, salted or in brine, nei","Atunes, bonitos, agujas, etc., salados o en salmuera, nep","Thons, pélamides, marlins, etc., salés ou en saumure, nca","true","035.29"
"","035.02.2.5.8","","035.02.2.5","1673","Sharks, rays, chimeras, salted or in brine","Tiburones, rayas, quimeras, etc., salados o en salmuera","Requins, raies, chimères, etc., salés ou en saumure","false",""
"21231","035.02.2.5.8.90","38","035.02.2.5.8","1674","Sharks, rays, chimeras, salted or in brine, nei","Tiburones, rayas, quimeras, etc., salados o en salmuera, nep","Requins, raies, chimères, etc., séchés, même salés, nca","true","035.29"
"21224","035.02.3.3.9.87","13","035.02.3.3.9","1675","Tilapia, catfish, carp, eel, Nile perch and snakeheads, fillets, dried/salted/brine, not smoked","Tilapia/bagre/carpa/anguila/perca Nilo/peces cabeza de serpiente, filetes secos/salad/no ahum","Tilapia/siluridé/carpe/anguille/perche du Nil/pois. tête de serpent, filets séch/sal/no fumés","true","035.12"
"21224","035.02.3.5.1.90","31","035.02.3.5.1","1676","Flatfish, fillets, dried, salted or in brine, nei","Filetes de peces planos nep, secos, salados o en salmuera","Filets de poissons plats nca, séché, salé ou en saumure","true","035.12"
"21224","035.02.3.5.6.99","36","035.02.3.5.6","1677","Tunas, bonitos, billfishes, fillets, dried, salted or in brine, nei","Filetes de atunes, bonitos, agujas, secos, salados o en salmuera","Filets de thons, pélamides, marlins, etc., séchés, salés ou en saumure, nca","true","035.12"
"21234","035.02.3.9.2.90","39","035.02.3.9.2","1678","Other  edible fish offal, smoked, dried, salted or in brine","Los demás despojos comestibles de pescado, ahumados, secos, salados o en salmuera","Autres abats de poissons comestibles, fumés,  séchés, salés ou en saumure","true","035.13"
"21232","035.03.3.9.87","13","035.03.3.9","1679","Tilapias, catfish, carp, eels, Nile perch and snakeheads, including fillets, smoked","Tilapia,bagre, carpa, anguila,perca del Nilo, peces cabeza serpiente, incl. filetes, ahumados","Tilapia, silure, carpe, anguille, perche du Nil et poisson tête de serpent, incl. filets, fumés","true","035.3"
"21232","035.03.5.6.95","36","035.03.5.6","1680","Tunas, bonitos, billfishes, smoked, nei","Atunes, bonitos, agujas, ahumados, nep","Thons, pélamides, marlins, fumés, nca","true","035.3"
"","035.03.5.8","","035.03.5","1681","Sharks, rays, chimaeras, smoked","Tiburones, rayas, quimeras, ahumados","Requins, raies, chimères, fumés","false",""
"21232","035.03.5.8.90","38","035.03.5.8","1682","Sharks, rays, chimaeras, smoked, nei","Tiburones, rayas, quimeras, ahumados, nep","Requins, raies, chimères, fumés, nca","true","035.3"
"21255","036.0.1.4.5.10","45","036.0.1.4.5","1683","Cold-water shrimps and prawns (Pandalus spp., Crangon crangon), frozen, even smoked, whether in shell or not","Camarones, langostinos y demás decápodos Natantia, de agua fría,  incluso pelados, ahumados, congelados","Crevettes d'eau froide (Pandalus spp., Crangon crangon), même décortiquées, fumées, congelées","true","036.11"
"21256","036.0.1.4.5.60","45","036.0.1.4.5","1684","Shrimps and prawns, other than coldwater, even smoked, frozen","Camarones, langostinos, excepto de agua fría, ahumados,congelados","Crevettes,  autres que d'eau froide, fumées, congelées","true","036.11"
"435","036.0.1.6.5.10","45","036.0.1.6.5","1685","Cold-water shrimps and prawns (Pandalus spp., Crangon crangon), not frozen","Camarones, langostinos y demás decápodos Natantia (Pandalus/Crangon crangon) de agua fría,  sin congel.","Crevettes d'eau froide (Pandalus spp., Crangon crangon), non congelées","true","036.2"
"445","036.0.2.3.6.80","56","036.0.2.3.6","1687","Clams, cockles, arkshells, live, fresh or chilled","Almejas, berberechos, arcas, vivos, frescos o refrigerados","Clams, coques, arches, vivants, frais ou réfrigérés","true","036.35"
"21268","036.0.2.5.2.90","52","036.0.2.5.2","1688","Univalves, dried, salted or in brine, smoked nei","Moluscos univalvos, secos, salados o en salmuera, ahumados, nep","Univalves, séchés, salés ou en saumure, fumés, nca","true","036.39"
"21268","036.0.2.6.2.90","52","036.0.2.6.2","1689","Univalves, other than live, fresh or chilled, nei","Moluscos univalvos, excepto vivos, frescos o refrigerados, nep","Univalves, autres que vivants, frais ou réfrigérés, nca","true","036.39"
"","036.0.2.6.3","","036.0.2.6","1690","Oysters, other than live, fresh or chilled","Ostras, excepto vivas, frescas o refrigeradas","Huîtres,  autres que vivantes, fraîches ou réfrigérées","false",""
"21262","036.0.2.6.3.10","53","036.0.2.6.3","1691","Oysters, other than live, fresh or chilled, nei","Ostras, excepto vivas, frescas o refrigeradas, nep","Huîtres,  autres que vivantes, fraîches ou réfrigérées, nca","true","036.31"
"21265","036.0.2.6.6.80","56","036.0.2.6.6","1692","Clams, cockles, arkshells, other than live, fresh or chilled","Almejas, berberechos, arcas, excepto vivos, frescos o refrigerados","Clams, coques, arches, autres que vivants, frais ou réfrigérés","true","036.39"
"21268","036.0.2.6.6.90","56","036.0.2.6.6","1693","Bivalves nei, other than live, fresh or chilled","Moluscos bivalvos, nep, excepto vivos, frescos o refrigerados","Bivalves, nca, autres que vivants, frais ou réfrigérés","true","036.39"
"21268","036.0.2.6.7.90","57","036.0.2.6.7","1694","Cephalopods nei, other than live, fresh or chilled","Cephalópodos nep, excepto vivos, frescos o refrigerados","Céphalopodes nca, autres que vivants, frais ou réfrigérés","true","036.37"
"","036.0.2.6.8","","036.0.2.6","1695","Miscellaneous aquatic invertebrates, other than live, fresh or chilled","Invertibrados acuáticos diversos, excepto vivos, frescos o refrigerados","Invertébrés aq. divers, autres que vivants, frais ou réfrigérés","false",""
"","037.1.1.5.1","","037.1.1.5","1696","Flounders, halibuts, soles, etc., prepared or preserved, not minced","Platijas, halibuts, lenguados, etc.,  no picados, prep. y cons.","Flets, flétans, soles, etc.,  non hachés, prép. et cons.","false",""
"21242","037.1.1.5.1.90","31","037.1.1.5.1","1697","Flatfish nei, prepared or preserved, not minced","Peces planos, nep, no picados, prep. y cons.","Poissons plats, nca, non hachés, prép. et cons.","true","037.15"
"21242","037.1.1.5.6.99","36","037.1.1.5.6","1698","Tunas, bonitos, billfishes etc., prepared or preserved, not minced, nei","Atun, bonito, aguja, etc., no picados, prep. y cons., nep","Thon, pélamide, marlin, etc., non hachés, prép. et cons., nca","true","037.15"
"21242","037.1.1.5.8.90","38","037.1.1.5.8","1699","Sharks, rays, chimaeras, prepared or preserved, not minced, nei","Tiburones, rayas, quimeras, prep. y cons., nep","Requins, raies, chimères, prép. et cons., nca","true","037.15"
"","037.1.3.4.5","","037.1.3.4","1700","Miscellaneous diadromous fish minced, prepared or preserved","Peces diádromos diversos, prep. y cons.","Poissons diadromes divers, prép. et cons.","false",""
"21242","037.1.3.4.5.90","25","037.1.3.4.5","1701","Diadromous fish minced, prepared or preserved, nei","Peces diádromos diversos, prep. y cons., nep","Poissons diadromes divers, prép. et cons., nca","true","037.16"
"","037.1.3.5.1","","037.1.3.5","1702","Flounders, halibuts, soles etc., minced, prepared or preserved","Platijas, halibuts, lenguados, etc., picados, prep. y cons.","Flets, flétans, soles, etc., hachés, prép. et cons.","false",""
"21242","037.1.3.5.1.90","31","037.1.3.5.1","1703","Flatfish nei, minced, prepared or preserved","Peces planos,etc., picados, prep. y cons. , nep","Poissons plats, hachés, prép. et cons., nca","true","037.16"
"","037.1.3.5.2","","037.1.3.5","1704","Cods, hakes, haddocks, etc, minced, prep. or pres.","Bacalaos, merluzas, eglefinos, picados, prep. y cons.","Morues, merlus, églefins, hachés, prép. et cons.","false",""
"21242","037.1.3.5.2.90","32","037.1.3.5.2","1705","Gadiformes, minced, prepared or preserved, nei","Gadiformes, picados, prep. y cons., nep","Gadiformes,  hachés, prép. et cons., nca","true","037.16"
"","037.1.3.5.3","","037.1.3.5","1706","Coastal fishes, minced, prepared or preserved","Peces costeros diversos, picados, prep. y cons.","Poissons côtiers, hachés, prép. et cons.","false",""
"21242","037.1.3.5.3.90","33","037.1.3.5.3","1707","Miscellaneous coastal fish nei, minced, prepared or preserved","Peces costeros diversos, picados, prep. y cons., nep","Poissons côtiers divers, hachés, prép. et cons., nca","true","037.16"
"","037.1.3.5.4","","037.1.3.5","1708","Demersal fishes, minced, prepared or preserved","Peces demersales, picados, prep. y cons.","Poissons démersaux, hachés, prép. et cons.","false",""
"21242","037.1.3.5.4.90","34","037.1.3.5.4","1709","Miscellaneous demersal fish nei, minced, prepared or preserved","Peces demersales diversos, picados, prep. y cons., nep","Poissons démersaux divers,  hachés, prép. et cons., nca","true","037.16"
"21242","037.1.3.5.5.90","35","037.1.3.5.5","1710","Clupeoids nei, minced, prepared or preserved","Clupeidos nep, picados, preparaciones y conservas","Clupeoïdes nca, hachés, préparations et conserves","true","037.16"
"21280","037.2.2.1.7.50","57","037.2.2.1.7","1711","Cuttlefish and squid, prepared or preserved","Jibias y calamares, preparaciones y conservas","Seiches et encornets, préparations et conserves","true","037.22"
"21524","411.11.5.1.90","31","411.11.5.1","1712","Flatfish nei, liver oils","Peces planos, aceites de hígado","Poissons plats, huiles de foie","true","411.11"
"","411.12.4.5","","411.12.4","1713","Miscellaneous diadromous fish, oil","Aceite de peces diádromos diversos","Huile de poissons diadromes divers","false",""
"21525","411.12.4.5.90","25","411.12.4.5","1714","Diadromous fish nei, oil","Aceite de peces diádromos diversos, nep","Huile de poissons diadromes divers, nca","true","411.12"
"21525","411.12.5.2.90","32","411.12.5.2","1715","Gadiformes, oil, nei","Aceite de gádidos, nep","Huile de poissons gadiformes, nca","true","411.12"
"21525","411.12.5.7.90","37","411.12.5.7","1716","Pelagic fish oils, nei","Aceite de peces pelágicos, nep","Huile de poissons pélagiques, nca","true","411.12"
"21221","034.3.2.2.5.6.90","36","034.3.2.2.5.6","1717","Tunas, meat, fresh or chilled","Carne de atunes, fresca o refrigerada","Chair de thons, fraîche ou réfrigérée","true","034.51"
"","034.4.4.2.4.3","","034.4.4.2.4","1718","Salmons, trouts, smelts, meat. frozen","Salmones, truchas, eperlanos, carne, congelada","Saumons, truites, éperlans, chair, congelée","false",""
"21223","034.4.4.2.4.3.39","23","034.4.4.2.4.3","1719","Salmons, meat. frozen","Salmones, carne, congelada","Saumons, chair, congelée","true","034.55"
"21223","034.4.4.2.4.3.50","23","034.4.4.2.4.3","1720","Trouts, meat, frozen","Truchas, carne, congelada","Chair de truites, congelée","true","034.55"
"21223","034.4.4.2.4.3.90","23","034.4.4.2.4.3","1721","Salmonoids, meat, frozen","Salmónidos, carne, congelada","Salmonoïdes, chair, congelée","true","034.55"
"","034.4.4.2.4.5","","034.4.4.2.4","1722","Miscellaneous diadromous fish meat, whether or not minced, frozen","Carne de peces diádromos diversos, congelada","Chair de poissons diadromes divers, congelée","false",""
"","035.02.1.4.2","","035.02.1.4","1723","River eels, dried, whether or not salted, not smoked","Anguilas, secas, saladas o en salmuera, etc., sin ahumar","Anguilles, séchées, salées, ou en saumure, etc., mais non fumées","false",""
"21231","035.02.1.4.2.10","22","035.02.1.4.2","1724","River eels, dried, whether or not salted, not smoked, nei","Anguilas, secas, saladas o en salmuera, sin ahumar","Anguilles, séchées, salées, ou en saumure, mais non fumées","true","035.13"
"21231","035.02.1.4.3.39","23","035.02.1.4.3","1725","Salmons, dried, whether or not salted, not smoked, nei","Peces de agua dulce diversos, secos, incluso salados, sin ahumar , nep","Saumons, séchés, même salés, mais non fumés, nca","true","035.13"
"21231","035.02.1.4.5.15","24","035.02.1.4.5","1726","Alewife, dried, whether or not salted","Pinchagua seca, salada o en salmuera, sin ahumar","Gaspareau séché, même, salé, mais non fumés","true","035.13"
"21231","035.02.1.5.2.40","32","035.02.1.5.2","1727","Saithe, dried, whether or not salted, but not smoked","Carbonero (=Colín), seco, incluso salado, sin ahumar","Lieu noir, séché, même salé, non fumés","true","035.13"
"21231","035.02.1.5.2.61","32","035.02.1.5.2","1728","Hakes, dried, whether or not salted, but not smoked","Merluzas, secas, saladas o en salmuera","Merlus, séchés, salés ou en saumure","true","035.13"
"21231","035.02.1.5.2.70","32","035.02.1.5.2","1729","Ling, dried, whether or not salted, but not smoked","Maruca, seca, salada o en salmuera","Lingue, séchée, salée ou en saumure","true","035.13"
"21231","035.02.1.5.2.80","32","035.02.1.5.2","1730","Tusk, dried, whether or not salted, but not smoked","Brosmio, seco, salado o en salmuera","Brosme, séché, salé ou en saumure","true","035.13"
"21231","035.02.1.5.2.99","32","035.02.1.5.2","1731","Gadiformes, dried, whether or not salted, but not smoked","Gadiformes, secos, incluso salados, sin ahumar, nep","Poissons gadiformes, séchés, même salés, mais non fumés, nca","true","035.13"
"21231","035.02.1.5.5.55","35","035.02.1.5.5","1732","European anchovy, dried, whether or not salted, but not smoked","Anchoa europea (=Boquerón), seca, incluso salada, sin ahumar","Anchois d'Europe, séché, même salé, mais non fumé","true","035.13"
"21231","035.02.1.5.5.21","35","035.02.1.5.5","1733","Pilchards, dried, whether or not salted, but not smoked","Sardinas, secas, incluso saladas, sin ahumar","Pilchards, séchés, même salés, mais non fumés","true","035.13"
"21231","035.02.1.5.5.60","35","035.02.1.5.5","1734","Anchovies nei, dried, whether or not salted, but not smoked","Anchoas nep, secas, incluso saladas, sin ahumar","Anchois nca, séchés, même salés, mais non fumés","true","035.13"
"21231","035.02.1.5.5.70","35","035.02.1.5.5","1735","Bonga shad, dried, whether or not salted, but not smoked","Sábalo Africano, seco, incluso salado, sin ahumar","Ethmalose d'Afr., séchée, même salée, mais non fumée","true","035.13"
