"Code","Scientific_Name","Description_en","Description_fr","Description_es"
"TGE","Stegastes leucostictus","Beaugregory","",""
"TGF","Gogolia filewoodi","Sailback houndshark","Requin-hâ voile","Cazón velero"
"TGG","Ctenogobiops aurocingulus","Gold-streaked prawn-goby","",""
"TGH","Trichogaster trichopterus","Three spot gourami","",""
"TGI","Glyptauchen insidiator","","",""
"TGJ","Triglops jordani","Jordan's sculpin","",""
"TGK","Pterapogon kauderni","","",""
"TGL","Trichogenes longipinnis","","",""
"TGM","Triglops murrayi","Moustache sculpin","",""
"TGN","Thorogobius angolensis","","",""
"TGO","Stigmatochromis modestus","","",""
"TGP","Triglops scepticus","Spectacled sculpin","",""
"TGQ","Triglopsis quadricornis","Fourhorn sculpin","",""
"TGR","Gymnapistes marmoratus","South Australian cobbler","",""
"TGS","Penaeus kerathurus","Caramote prawn","Caramote","Langostino"
"TGT","Troglocobitis starostini","","",""
"TGU","Tominanga aurea","","",""
"TGV","Tetragonurus cuvieri","Smalleye squaretail","",""
"TGW","Mesoplodon ginkgodens","Ginkgo-toothed beaked whale","Baleine à bec de Nishiwaki","Zifio japonés"
"TGX","Atergatopsis signatus","Giant egg crab","",""
"TGY","Triglops nybelini","Bigeye sculpin","",""
"TGZ","Tagelus dombeii","Dombey's tagelus","Tagal de Dombey","Tagelo berberecho"
"THA","Opisthonema oglinum","Atlantic thread herring","Chardin fil","Machuelo hebra atlántico"
"THB","Nemipterus spp","Threadfin breams nei","Cohanas nca","Bagas nep"
"THD","Nemipteridae","Threadfin and dwarf breams nei","Cohanas, mamilas nca","Bagas, besugatos nep"
"THE","Terapontidae","Tigerperches nei","Violons nca","Baraongas nep"
"THF","Polynemidae","Threadfins, tasselfishes nei","Barbures, capitaines nca","Barbudos nep"
"THG","Nemipterus virgatus","Golden threadfin bream","Cohana doré","Baga dorada"
"THH","Hypogaleus hyugaensis","Blacktipe tope","Requin-hâ élégant","Cazón elegante"
"THI","Cathorops fuerthii","Congo sea catfish","",""
"THJ","Hemitriakis japanica","Japanese topeshark","Requin-hâ dochizame","Cazón japonés"
"THK","Centrochir crocodili","","",""
"THL","Hemitriakis leucoperiptera","Whitefin topeshark","Requin-hâ aile blanche","Cazón de aleta blanca"
"THM","Thyrsitoides marleyi","Black snoek","Escolier gracile","Sierra grácil"
"THN","Thrattidion noctivagus","Sanaga pygmy herring","",""
"THO","Terapon spp","Terapon perches nei","",""
"THP","Opisthonema libertate","Pacific thread herring","Chardin du Pacifique","Machuelo hebra pinchagua"
"THQ","Thenus orientalis","Flathead lobster","Cigale raquette","Cigarra chata"
"THR","Alopias spp","Thresher sharks nei","Renards de mer nca","Zorros nep"
"THS","Microchirus spp","Thickback soles nei","Soles-perdix nca","Golletas nep"
"THT","Tenualosa thibaudeaui","Laotian shad","",""
"THU","Citharinus latus","","",""
"THV","Thymopides grobovi","Bellator lobster","",""
"THW","Thaumastochelopsis wardi","Australian pincer lobster","",""
"THX","Opisthonema spp","Thread herrings nei","Chardins nca","Machuelos nep"
"THY","Silurichthys citatus","","",""
"THZ","Pentheroscion mbizi","","",""
"TIA","Trachyscorpia eschmeyeri","Cape scorpionfish","Rascasse du Cap","Rascacio del Cabo"
"TIB","Tilapia bilineata","","",""
"TIC","Chionodraco hamatus","","",""
"TID","Pterygioteuthis giardi","Roundear enope squid","Encornet boubou","Enoploluria orejuda"
"TIE","Trachinotus teraia","Shortfin pompano","Pompaneau né-bé","Pámpano terayo"
"TIF","Paranthias furcifer","Creole-fish","Badèche créole","Cuna lucero"
"TIG","Galeocerdo cuvier","Tiger shark","Requin tigre commun","Tintorera tigre"
"TIH","Branchiostegus japonicus","Horsehead tilefish","",""
"TII","Tilapia buttikoferi","Zebra tilapia","",""
"TIJ","Tilapia tholloni","","",""
"TIK","Iago garricki","Longnose houndshark","Requin-hâ long nez","Cazón picudo"
"TIL","Lopholatilus chamaeleonticeps","Great Northern tilefish","Tile chameau","Blanquillo camello"
"TIM","Tilapia busumana","","",""
"TIN","Stichaeopsis nana","","",""
"TIO","Iago omanensis","Bigeye houndshark","Requin-hâ à gros yeux","Cazón ojigrande"
"TIP","Penaeus semisulcatus","Green tiger prawn","Crevette tigrée verte","Langostino tigre verde"
"TIQ","Trachycardium isocardia","Even cockle","Bucarde régulière","Berberecho guacuco"
"TIR","Tilapia cabrae","","",""
"TIS","Branchiostegidae","Tilefishes nei","Tiles nca","Blanquillos, paletas nep"
"TIT","Xiphopenaeus riveti","Pacific seabob","Crevette seabob","Camarón botalón"
"TIU","Trachinops brauni","","",""
"TIV","Tilapia brevimanus","","",""
"TIW","Stichaeus grigorjewi","","",""
"TIX","Trachycardium muricatum","American yellow cockle","Bucarde jaune","Berberecho amarillo"
"TIY","Taeniolethrinops cyrtonotus","","",""
"TIZ","Branchiostegus wardi","Ward's tilefish","",""
"TJA","Tilapia kottae","","",""
"TJB","Terapon jarbua","Jarbua terapon","",""
"TJC","Tilapia camerunensis","","",""
"TJD","Tilapia dageti","","",""
"TJE","Tilapia cessiana","","",""
"TJF","Tilapia coffea","","",""
"TJG","Tilapia congica","","",""
"TJH","Tilapia rheophila","","",""
"TJI","Tilapia discolor","","",""
"TJJ","Tilapia joka","","",""
"TJK","Tilapia deckerti","","",""
"TJL","Tilapia louka","","",""
"TJM","Tilapia imbriferna","","",""
"TJN","Tilapia nyongana","","",""
"TJP","Tilapia mariae","Spotted tilapia","",""
"TJQ","Thaumastocheles japonicus","Pacific pincer lobster","",""
"TJR","Tilapia margaritacea","","",""
"TJS","Tilapia spongotroktis","","",""
"TJT","Tilapia gutturosa","","",""
"TJU","Tilapia guinasana","Otjikoto tilapia","",""
"TJV","Tilapia flava","","",""
"TJW","Tilapia ruweti","Okavango tilapia","",""
"TJX","Trachyscorpia cristulata","Atlantic thornyhead","",""
"TJY","Tilapia snyderae","","",""
"TJZ","Trachipterus jacksonensis","Blackflash ribbonfish","",""
"TKA","Glyptocephalus kitaharai","Willowy flounder","",""
"TKB","Ctenochaetus binotatus","Twospot surgeonfish","",""
"TKC","Tamanka cagayanensis","","",""
"TKD","Thamnaconus modestus","","",""
"TKE","Pterogobius elapoides","","",""
"TKF","Takifugu porphyreus","","",""
"TKG","Parastichopus californicus","Giant red sea cucumber","",""
"TKH","Trypauchen raha","","",""
"TKI","Teramulus kieneri","Kiener's silverside","",""
"TKJ","Trachypenaeus pacificus","Zebra shrimp","Crevette zèbre","Camarón cebra"
"TKK","Trichonotus nikii","","",""
"TKL","Trichopsis pumila","Pygmy gourami","",""
"TKM","Tanganikallabes mortiauxi","","",""
"TKN","Trachypenaeus constrictus","Roughneck shrimp","Crevette gambri","Camarón fijador"
"TKO","Takifugu niphobles","","",""
"TKP","Tukugobius philippinus","","",""
"TKQ","Trachycardium consors","Consors' cockle","Bucarde consort","Berberecho consorte"
"TKR","Tentoriceps cristatus","Crested hairtail","Poisson-sabre manchot","Pez sable cuchilla"
"TKS","Trypauchenichthys sumatrensis","","",""
"TKT","Tanakia tanago","Tokyo bitterling","",""
"TKU","Ptereleotris arabica","","",""
"TKV","Apostichopus parvimensis","Warty sea cucumber","",""
"TKW","Trochus conus","Cone-shaped top","Troque conique",""
"TKX","Tectus dentatus","Dentate top shell","Troque pyramidal",""
"TKY","Ctenopoma kingsleyae","Tailspot ctenopoma","",""
"TKZ","Palaemonetes tonkinensis","Tonkin grass shrimp","Bouquet tonkinois","Camarón tonkinés"
"TLA","Thymallus arcticus","Arctic grayling","Ombre arctique","Tímalo ártico"
"TLC","Teleogramma brichardi","","",""
"TLD","Acantholatris monodactylus","St. Paul's fingerfin","",""
"TLE","Trigonolampa miriceps","","",""
"TLF","Telmatochromis bifrenatus","","",""
"TLG","Tilapia guineensis","Guinean tilapia","",""
"TLH","Tilapia thysi","","",""
"TLI","Thalassobathia pelagica","","",""
"TLJ","Trachypenaeus longipes","Longlegged rough shrimp","",""
"TLK","Thalamita crenata","Wide front swimcrab","",""
"TLL","Oreochromis spilurus","Sabaki tilapia","",""
"TLM","Oreochromis mossambicus","Mozambique tilapia","Tilapia du Mozambique","Tilapia del Mozambique"
"TLN","Oreochromis niloticus","Nile tilapia","Tilapia du Nil","Tilapia del Nilo"
"TLO","Trematomus loennbergii","Scaly rockcod","Bocasson écailleux","Austrobacalao escamudo"
"TLP","Oreochromis (=Tilapia) spp","Tilapias nei","Tilapias nca","Tilapias nep"
"TLQ","Tetracheledone spinicirrhus","Spiney-horn octopus","Poulpe cornu","Pulpo cornudo"
"TLR","Tilapia rendalli","Redbreast tilapia","",""
"TLS","Tilapia sparrmanii","Banded tilapia","",""
"TLT","Telotrematocara macrostoma","","",""
"TLU","Platysilurus barbatus","","",""
"TLV","Thymallus thymallus","Grayling","Ombre commun","Tímalo"
"TLW","Tilapia walteri","","",""
"TLX","Tagelus peruvianus","Duckbill tagelus","Tagal bec-de-canard","Tagelo pico de pato"
"TLY","Tellina simulans","Similar red tellin","Telline rouge du Pacifique","Telina colorada del Pacífico"
"TLZ","Tilapia zillii","Redbelly tilapia","",""
"TMA","Tympanopleura alta","","",""
"TMB","Stromateus brasiliensis","Southwest Atlantic butterfish","","Pampanito"
"TMC","Trematocara caparti","","",""
"TMD","Thalassoma duperrey","Saddle wrasse","",""
"TME","Tyrannochromis macrostoma","","",""
"TMF","Thalassoma bifasciatum","Bluehead","",""
"TMG","Stathmonotus culebrai","Panamanian worm blenny","",""
"TMI","Tylochromis aristoma","","",""
"TMJ","Tetracentrum apogonoides","Four-spined glass perchlet","",""
"TMK","Trimma okinawae","Okinawa rubble goby","",""
"TML","Trematocranus labifer","","",""
"TMM","Stomatepia mariae","Nsess","",""
"TMN","Tomiyamichthys oni","","",""
"TMO","Tasmanogobius lordi","Lord's goby","",""
"TMP","Thalassoma pavo","Ornate wrasse","",""
"TMQ","Tetranematichthys quadrifilis","","",""
"TMR","Tristramella sacra","","",""
"TMS","Trematochromis schreyeni","","",""
"TMT","Trinectes maculatus","Hogchoker","",""
"TMU","Ctenotrypauchen microcephalus","Comb goby","",""
"TMV","Tramitichromis brevis","","",""
"TMW","Trematomus vicarius","Orange notothen","",""
"TMX","Triphoturus mexicanus","Mexican lampfish","",""
"TMY","Trachypenaeus similis","Yellow roughneck shrimp","Crevette gambri jaune","Camarón fijador amarillo"
"TMZ","Astralium calcar","Spurred turban","Turbo éperonné",""
"TNA","Narcine brasiliensis","Brazilian electric ray","",""
"TNB","Benthobatis marcida","Blind torpedo","",""
"TNC","Crassinarke dormitor","","",""
"TND","Diplobatis ommata","Ocellated electric ray","",""
"TNE","Narcine entemedor","Giant electric ray","",""
"TNF","Trachinotus falcatus","Permit","Pompaneau plume","Pámpano palometa"
"TNG","Narke dipterygia","Numbray","",""
"TNH","Heteronarce garmani","Natal electric ray","",""
"TNI","Narcine indica","","",""
"TNJ","Narke japonica","","",""
"TNK","Narke capensis","Onefin electric ray","",""
"TNL","Narcine lingula","","",""
"TNM","Heteronarce mollis","","",""
"TNN","Narcine rierai","Slender electric ray","",""
"TNO","Narcine prodorsalis","","",""
"TNP","Diplobatis picta","","",""
"TNQ","Narcine timlei","Spotted numbfish","",""
"TNR","Narcine brevilabiata","","",""
"TNS","Trachonurus sulcatus","Bristly grenadier","",""
"TNT","Narcine tasmaniensis","Tasmanian numbfish","",""
"TNU","Narcine brunnea","Brown numbfish","",""
"TNV","Narcine vermiculatus","Vermiculate electric ray","",""
"TNW","Narcine westraliensis","Banded numbfish","",""
"TNX","Laternula elliptica","Antarctic soft-shell clam","Laternule antarctique","Laternula antártica"
"TNY","Discopyge tschudii","","",""
"TNZ","Tellina laceridens","Lacerate tellin","Telline lacérée","Telina maxima"
"TOA","Dissostichus mawsoni","Antarctic toothfish","Légine antarctique","Austromerluza antártica"
"TOB","Tor tambroides","Thai mahseer","",""
"TOC","Astronotus ocellatus","Oscar","",""
"TOD","Torpedinidae","Electric rays nei","Torpilles, raies électriq. nca","Tremielgas, torpedos nep"
"TOE","Torpedo spp","Torpedo rays","Torpilles","Tremolinas"
"TOF","Torpediniformes","Electric rays, etc.nei","",""
"TOG","Trachinotus goreensis","Longfin pompano","Pompaneau tacheté","Pámpano cojonovo"
"TOH","Taenianotus triacanthus","Leaf scorpionfish","",""
"TOI","Trachinotus marginatus","Plata pompano","Pompaneau du Plate","Pámpano de la Plata"
"TOJ","Asterorhombus fijiensis","Angler flatfish","",""
"TOK","Tor khudree","","",""
"TOL","Tenualosa toli","Toli shad","Alose toli","Sábalo toli"
"TOM","Microgadus tomcod","Atlantic tomcod","Poulamon atlantique","Microgado"
"TON","Trachinotus kennedyi","Blackblotch pompano","Pompaneau argenté","Mero pámpano"
"TOO","Trachinotus maxillosus","Guinean pompano","Pompaneau chévron","Pámpano galonero"
"TOP","Dissostichus eleginoides","Patagonian toothfish","Légine australe","Austromerluza negra"
"TOQ","Tonna galea","Helmet ton","Tonne cannelée","Caracol tonel"
"TOS","Turbo cornutus","Horned turban","Troque","Peonza cornuda"
"TOT","Dissostichus spp","Antarctic toothfishes nei","Légines antarctiques nca","Austromerluzas nep"
"TOU","Astrapogon alutus","Bronze cardinalfish","",""
"TOV","Trimmatom eviotops","Red-barred rubble goby","",""
"TOW","Talismania antillarum","Antillean smooth-head","",""
"TOX","Cynoglossidae","Tonguefishes","Cynoglossidés","Cinoglósidos"
"TOY","Tonna dolium","Spotted tun","Tonne tachetée",""
"TOZ","Trachinus vipera","Lesser weever","",""
"TPA","Trachipterus arcticus","Dealfish","Trachyptère atlantique","Cardenal atlántico"
"TPB","Tilapia bakossiorum","","",""
"TPC","Acantopsis choirorhynchos","Horseface loach","",""
"TPD","Stenopus hispidus","Banded coral shrimp","",""
"TPE","Acanthopoma annectens","","",""
"TPF","Tripodichthys angustifrons","Black-flag tripodfish","",""
"TPG","Tripterophycis gilchristi","Grenadier cod","",""
"TPH","Tropidophoxinellus hellenicus","","",""
"TPI","Tilapia bemini","","",""
"TPK","Taeniopsetta ocellata","","",""
"TPL","Paracentropogon longispinus","Wispy waspfish","",""
"TPM","Triplophos hemingi","","",""
"TPN","Typhlobarbus nudiventris","","",""
"TPO","Tilapia baloni","","",""
"TPP","Satanoperca acuticeps","Sharphead eartheater","",""
"TPQ","Trachypenaeus granulosus","Coarse shrimp","Crevette gambri grenue","Camarón fijador de granos"
"TPR","Trachypoma macracanthus","Toadstool groper","",""
"TPS","Ruditapes spp","Carpet shells nei","Clovisses nca","Almejas nep"
"TPT","Paratrachichthys trailli","Sandpaper fish","",""
"TPU","Triportheus angulatus","","",""
"TPV","Pteria avicular","Swift wing oyster","Avicule martinet",""
"TPW","Typhlogarra widdowsoni","Iraq blind barb","",""
"TPX","Tonna perdix","Pacific partridge tun","Tonne perdrix",""
"TPY","Tilapia bythobates","","",""
"TQA","Torquigener altipinnis","","",""
"TQB","Thymops birsteini","Southern lobsterette","Langoustine du Sud","Cigala del Sur"
"TQC","Atrina tuberculosa","Tuberculate pen shell","Jambonneau tuberculé","Pina tuberculada"
"TQD","Tapes dorsatus","Turgid venus","Palourde enflée",""
"TQE","Atrina pectinata","Comb pen shell","Jambonneau pectine",""
"TQF","Atrina fragilis","Brittle pen shell","Jambonneau fragile","Alabarda"
"TQG","Tripneustes gratilla","Striped sea urchin","",""
"TQH","Thalassarche carteri","Indian yellow-nosed albatross","Albatros de l'océan indien","Albatros índico pico amarillo"
"TQI","Tellina incarnata","Fleshy tellin","Telline pourpre","Telina encarnada"
"TQJ","Tapes literatus","Lettered venus","Palourde écriture",""
"TQK","Tresus keenae","Japanese horse clam","",""
"TQL","Tellina alternata","Alternate tellin","",""
"TQM","Atrina maura","Maura pen shell","Jambonneau lampe","Pina lampa"
"TQN","Thymopsis nilenta","Nilenta lobsterette","",""
"TQO","Trachycardium procerum","Slender cockle","Bucarde élancée","Berberecho piconudo"
"TQP","Trachycardium panamense","Mexican cockle","Bucarde mexicaine","Berberecho mexicano"
"TQQ","Trachycardium quadragenarium","Giant Pacific cockle","Bucarde épineuse du Pacifique","Berberecho espinoso del Pacíf."
"TQR","Trachycardium rugosum","Pacific yellow cockle","Bucarde rugueuse",""
"TQS","Tellina staurella","Cross tellin","Telline croisette",""
"TQT","Tellina planata","Flat tellin","Telline aplatie","Telina plana"
"TQU","Tresus nuttallii","Pacific horse clam","",""
"TQV","Tellina virgata","Virgate tellin","Telline vergée",""
"TQW","Thalassarche impavida","Campbell albatross","Albatros de l'île Campbell","Albatros de la isla Campbell"
"TQX","Atrina vexillum","Flag pen shell","Jambonneau noir",""
"TQY","Atrina spp","Pen shells nei","Jambonneaux nca","Pinas nep"
"TQZ","Tresus spp","Pacific horse clams nei","",""
"TRA","Trachinidae","Weeverfishes nei","Vives, etc. nca","Arañas, escorpiones nep"
"TRB","Triaenodon obesus","Whitetip reef shark","Requin corail","Tiburón coralero ñato"
"TRC","Trachichthyidae","Slimeheads nei","Poissons-montres nca","Relojes nep"
"TRD","Trematomus lepidorhinus","Slender scalyhead","",""
"TRE","Caranx spp","Jacks, crevalles nei","Chinchards, carangues nca","Jureles, pámpanos nep"
"TRF","Lactarius lactarius","False trevally","Péliau chanos","Pagapa"
"TRG","Balistes carolinensis","Grey triggerfish","Baliste cabri","Pejepuerco blanco"
"TRH","Pagothenia hansoni","Striped rockcod","Bocasson rayé","Austrobacalao rayado"
"TRI","Balistidae","Triggerfishes, durgons nei","Balistes nca","Peces-ballesta nep"
"TRK","Triakidae","Houndsharks, smoothhounds nei","Émissoles, requins-hâ nca","Cazones, tollos nep"
"TRL","Trematomus eulepidotus","Blunt scalyhead","",""
"TRM","Trematomus scotti","Crowned rockcod","Bocasson couronné","Austrobacalao coronado"
"TRN","Trematomus nicolai","Spotted notothen","",""
"TRO","Salmo spp","Trouts nei","Truites nca","Truchas nep"
"TRP","Trachipterus spp","Dealfishes","",""
"TRQ","Trachipterus trachypterus","Mediterranean dealfish","Poisson ruban","Traquíptero"
"TRR","Oncorhynchus mykiss","Rainbow trout","Truite arc-en-ciel","Trucha arco iris"
"TRS","Salmo trutta","Sea trout","Truite de mer","Trucha marina"
"TRT","Trematomus spp","Trematomus nei","Trematomus nca","Trematomus nep"
"TRU","Latridae","Trumpeters nei","","Tromperos nep"
"TRV","Trachypenaeus curvirostris","Southern rough shrimp","Crevette-archer","Camarón fijador arquero"
